count	word
2021	schafft
2019	system
2019	genannt
2019	flug
2019	angriff
2018	leer
2017	gebt
2015	grad
2014	stopp
2014	neuer
2013	wahnsinn
2013	tötet
2012	ring
2012	lief
2012	bad
2011	davor
2008	versprechen
2007	amerikaner
2006	schwanz
2006	dessen
2004	sprich
2003	san
2000	prima
1995	zufällig
1989	schwarz
1986	wand
1984	besteht
1982	kümmert
1979	theater
1977	brechen
1977	bilder
1974	lächeln
1973	halbe
1964	zeige
1962	zuvor
1962	mitgebracht
1962	angebot
1961	abendessen
1959	oma
1958	irre
1957	schwert
1956	unternehmen
1956	kosten
1956	geholfen
1953	tote
1950	freuen
1946	ehemann
1946	deren
1945	schätzchen
1940	fantastisch
1940	daher
1937	natur
1928	knast
1927	stöhnt
1926	verdammter
1926	schwarze
1926	park
1925	fluss
1924	schwanger
1924	mitkommen
1918	wochenende
1916	versteh
1916	fassen
1915	dach
1910	echte
1908	stein
1905	gewissen
1904	held
1903	trifft
1900	katze
1899	karten
1898	unterhalten
1896	urlaub
1893	prinz
1893	hintern
1892	fanden
1891	heilige
1887	schickt
1886	richard
1886	kurs
1885	stören
1884	herausfinden
1881	wunsch
1881	steigen
1881	gelegenheit
1880	mannes
1880	irgendwelche
1879	dorthin
1878	frühstück
1876	marie
1876	küssen
1876	gäste
1871	nachmittag
1870	wichser
1870	schwarzen
1869	schlägt
1867	rief
1867	gingen
1864	hose
1863	direktor
1861	mister
1860	walter
1858	lüge
1855	hinein
1854	traf
1853	verantwortung
1851	england
1851	bombe
1849	wahnsinnig
1844	solchen
1844	dauern
1843	gewalt
1840	pause
1840	großvater
1840	dienst
1834	haufen
1831	fängt
1829	soldat
1829	rechte
1829	deutschen
1828	gebrochen
1825	weiße
1825	entkommen
1825	autos
1822	regen
1822	liebes
1821	taten
1821	gilt
1821	geschlossen
1819	getrunken
1818	lösung
1818	eingeladen
1817	schmeckt
1814	morgens
1813	junger
1812	lauter
1810	beenden
1809	vertrag
1809	sprichst
1805	worum
1805	fiel
1805	erlaubt
1804	verschwindet
1802	trink
1798	gebaut
1794	zweiten
1794	wart
1794	schaden
1794	eigenes
1793	geschieht
1791	rot
1788	pistole
1787	braut
1785	gang
1784	beruhige
1782	garten
1779	druck
1778	gehirn
1775	welchem
1774	drüber
1770	englisch
1768	wahre
1768	geändert
1767	arthur
1766	nachher
1765	erreicht
1761	wusstest
1760	kugel
1760	konntest
1760	f
1759	eh
1758	längst
1757	steve
1757	nachgedacht
1757	milch
1755	runde
1754	hieß
1753	geschichten
1753	ex
1753	dreck
1751	schmerzen
1750	gemeint
1748	beweis
1747	gespräch
1746	erschießen
1744	schaffst
1744	rauchen
1742	polizisten
1741	daraus
1737	durcheinander
1736	verhalten
1735	geschossen
1734	thema
1734	farbe
1732	wesen
1732	verboten
1729	gewehr
1722	verpasst
1721	reihe
1721	füße
1719	größer
1718	zeugen
1717	sprache
1716	roger
1716	geblieben
1715	frankreich
1713	mindestens
1712	strand
1710	w
1710	kuss
1709	restaurant
1709	interesse
1708	louis
1704	legt
1704	einzigen
1704	besseres
1703	vorhin
1703	opa
1702	kunden
1702	isst
1702	idioten
1700	nerven
